season,habitat,Carcass ID,Person,MC#,Trial #,carcass,location,WEIGHT,w2,Date/time placed,Date trial End,Date Pulled,TimeRight,What was left?,Fully decomposed?,Fully Decomposed Date/Time,FULLY SCAVENGED BY VERTEBRATE,Time,Status,Species,FPU,F,P,U,SCAVED,Richness,TRIED?,DATE/TIME,TRIED?,DATE/TIME,Ant hill,SCAVENGERS,verts,BTS,Date/Time Scavenged,Monitor Lizard,Date/Time Scavenged,Cane Toad,Date/Time Scavenged,Pig,Date/Time Scavenged,Dog,Date/Time Scavenged,Cat,Date/Time Scavenged,Chicken,Date/Time Scavenged,Rat,Date/Time Scavenged,Mouse,Date/Time Scavenged,inverts,Coconut Crab,Date/Time Scavenged,Land Crab,Date/Time Scavenged,Hermit Crab,Date/Time Scavenged,Unknown,date/time,VISITORS,Verts,BTS,Monitor Lizard,Cane Toad,Frogs,deer,Skink,Pig,Dog,Cat,Chicken,Rat,Gecko,Mouse,Shrew,Gunther's Frog,Francolin,Pacific Reef Heron,Pacific Golden Plover,Yellow Bittern,inverts,Coconut Crab,Land Crab,Snails,Slugs,Hermit Crab,Worm Thing,Spider,Roaches,PASSED,Verts,BTS,Monitor Lizard,Cane Toad,Frogs,Deer,Skink,Pig,Dog,Cat,Chicken,Rat,Mouse,Shrew,Pacific Reef Heron,Pacific Golden Plover,Yellow Bittern,Phillipine Collared Dove,inverts,Coconut Crab,Land Crab,hermit crabs,Snails,Slugs,Worm Thing,Spider,Roaches,VISITORS AFTER DECOMPOSTION,Verts,BTS,Monitor Lizard,Cane Toad,Frogs,Deer,Skink,Pig,Dog,Cat,Chicken,Rat,Mouse,Shrew,Dove,Bittern,inverts,Coconut Crab,Hermit Crab,Land Crab,Snails,Slugs,Butterflies,Notes
DRY,U,LUMO1,LAUREN,GU20B,1,Mouse,BURROW,39.75,39.75,1/27/2017 10:35,,,Yes,Gone,,,1/28/2017 20:39,1.42,1,CANE TOAD,FULLY,1,,,1,1,,,,,,1,,,,,,1,1/28/2017 20:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,U,KUMB38,KELSEY,H48,8,Mouse,BURROW,39.75,39.75,3/14/2017 17:16,,,Yes,"gone, burrow knocked over",,,3/16/2017 3:24,1.42,1,CANE TOAD,FULLY,1,,,1,1,,,,,,1,,,,,,1,3/16/2017 3:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,T,JTMO10,JOSH,H22,3,Mouse,OPEN,39.75,39.75,2/5/2017 11:09,2/10/2017,,Yes,gone,,,2/6/2017 21:19,1.42,1,BTS,FULLY,1,,,1,1,,,,,,1,,1,2/6/2017 21:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WET,U,UJMO10,JOSH,GU22A,4,Mouse,OPEN,39.75,39.75,6/19/2016 9:07,6/24/2016,6/24/2016,Yes,Gone,,,6/20/2016 19:18,1.42,1,CANE TOAD,FULLY,1,,,1,1,,,,,,1,,,,,,1,6/20/2016 19:18,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WET,U,UKMB9,KELSEY,H25,3,Mouse,BURROW,39.75,39.75,6/11/2016 15:32,6/16/2016,6/17/2016,Yes,Gone,,,6/13/2016 1:48,1.43,1,BTS,FULLY,1,,,1,1,,,,,,1,,1,6/13/2016 1:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,T,LTMB28,LAUREN,GU28B,7,Mouse,BURROW,39.75,39.75,3/8/2017 15:44,3/13/2017,3/13/2017,Yes,gone,,,3/10/2017 2:00,1.43,1,BTS,FULLY,1,,,1,1,,,,,,1,,1,3/10/2017 2:00,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,U,LUMB15,LAUREN,H2,5,Mouse,BURROW,39.75,39.75,2/17/2017 15:13,,2/23/2017,Yes,gone,,,2/19/2017 1:36,1.43,1,HERMIT CRAB,FULLY,1,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,2/18/2017 20:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,T,LUMB19,LAUREN,H2,6,Mouse,BURROW,39.75,39.75,2/23/2017 13:26,,2/28/2017,Yes,gone,,,2/25/2017 0:06,1.44,1,UNKNOWN,FULLY,1,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,2/23/2017 21:17,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PROBABLY THE SNAKE THAT SHOWED UP AN HOUR BEFORE
DRY,T,KTMB15,KELSEY,GU10A,5,Mouse,BURROW,39.75,39.75,2/15/2017 10:06,,2/21/2017,Yes,gone,,,2/16/2017 21:04,1.46,1,BTS,FULLY,1,,,1,1,,,,,,1,,1,2/16/2017 21:04,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WET,T,TMMB1,MATT,GU32B,1,Mouse,BURROW,39.75,39.75,6/2/2016 11:35,,,Yes,Gone,,,6/3/2016 22:45,1.47,1,UNKNOWN,FULLY,1,,,1,0,HERMIT CRAB,6/3/2016 21:00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6/3/2016 22:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WET,T,TMMO32,MATT,H20,9,Mouse,OPEN,39.75,39.75,7/21/2016 15:32,,,Yes,Gone,,,7/23/2016 2:54,1.47,1,BTS,FULLY,1,,,1,1,,,,,,1,,1,7/23/2016 2:52,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,T,LTMB17,LAUREN,GU27B,5,Mouse,BURROW,39.75,39.75,2/15/2017 15:04,2/20/2017,2/22/2017,Yes,gone,,,2/17/2017 2:36,1.48,1,BTS,FULLY,1,,,1,1,,,,,,1,,1,2/17/2017 2:36,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,U,KUMB46,KELSEY,GU13A,10,Mouse,BURROW,39.75,39.75,3/24/2017 17:47,,,Yes,gone,,,3/26/2017 5:36,1.49,1,HERMIT CRAB,FULLY,1,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,3/26/2017 2:18,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WET,U,UPMO25,PHILLIP,H28,8,Mouse,OPEN,39.75,39.75,7/20/2016 10:52,,,Yes,Nothing,,,7/21/2016 22:44,1.49,1,CANE TOAD,FULLY,1,,,1,1,,,,,,1,,,,,,1,7/21/2016 22:44,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WET,U,UPMO11,PHILLP,GU41A,4,Mouse,BURROW,39.75,39.75,6/19/2016 9:37,,,Yes,nothing,,,6/20/2016 22:12,1.52,1,BTS,FULLY,1,,,1,1,,,,,,1,,1,6/20/2016 22:12,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WET,T,TJMO8,JOSH,GU39A,3,Mouse,OPEN,39.75,39.75,6/12/2016 13:01,,,Yes,gone,,,6/14/2016 1:42,1.53,1,BTS,FULLY,1,,,1,1,,,,,,1,,1,6/14/2016 1:42,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WET,T,TPMO19,PHILLIP,H74,6,Mouse,OPEN,39.75,39.75,6/28/2016 14:06,,,Yes,nothing,,,6/30/2016 3:00,1.54,1,BTS,FULLY,1,,,1,1,,,,,,1,,1,6/30/2016 3:00,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WET,U,UPMOA,PHILLIP,GU40B,5,Mouse,OPEN,39.75,39.75,6/24/2016 16:14,,,Yes,nothing,,,6/26/2016 5:12,1.54,1,CANE TOAD,FULLY,1,,,1,1,,,,,,1,,,,,,1,6/26/2016 4:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WET,T,TPMB5,PHILLIP,H56,2,Mouse,BURROW,39.75,39.75,6/7/2016 12:21,,,Yes,nothing,,,6/9/2016 1:22,1.54,1,BTS,FULLY,1,,,1,1,,,,,,1,,1,6/9/2016 1:22,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,T,JTMB9,JOSH,H57,3,Mouse,OPEN,39.75,39.75,2/5/2017 9:46,2/10/2017,,Yes,gone,,,2/6/2017 23:04,1.55,1,BTS,FULLY,1,,,1,1,,,,,,1,,1,2/6/2017 23:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,U,KUMB21,KELSEY,GU50B,5,Mouse,BURROW,39.75,39.75,2/18/2017 14:58,,,Yes,"gone, little bit of fur",,,2/20/2017 4:36,1.57,1,CANE TOAD,FULLY,1,,,1,2,,,,,,1,,,,,,1,2/20/2017 4:30,,,,,,,,,,,,,,,,,,1,2/20/2017 3:18,,,1,,1,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WET,U,UMMB26,MATT,GU38A,8,Mouse,BURROW,39.75,39.75,7/20/2016 11:48,,,Yes,"Gone, 20% fur",,,7/22/2016 1:56,1.59,1,CANE TOAD,FULLY,1,,,1,1,,,,,,1,,,,,,1,7/22/2016 1:56,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WET,U,UKMB18,KELSEY,GU37A,6,Mouse,BURROW,39.75,39.75,6/29/2016 15:33,,,Yes,gone,,,7/1/2016 6:06,1.61,1,CANE TOAD,FULLY,1,,,1,1,CANE TOAD,7/1/2016 5:20,,,,1,,,,,,1,7/1/2016 6:06,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,T,LTMB46,LAUREN,H49,11,Mouse,BURROW,39.75,39.75,3/29/2017 11:44,,,Yes,gone! tree fell next to burrow!!!!,,,3/31/2017 2:36,1.62,1,CANE TOAD,FULLY,1,,,1,1,,,,,,1,,,,,,1,3/31/2017 2:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WET,T,TJMO2,JOSH,GU6B,1,Mouse,OPEN,39.75,39.75,6/2/2016 14:06,,6/7/2016,Yes,gones,,,6/4/2016 4:58,1.62,1,COCONUT CRAB,FULLY,1,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,6/4/2016 4:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,U,KUMB17,KELSEY,GU3B,5,Mouse,BURROW,39.75,39.75,2/17/2017 15:39,,2/23/2017,Yes,gone,,,2/19/2017 7:13,1.65,1,CANE TOAD,FULLY,1,,,1,1,,,,,,1,,,,,,1,2/19/2017 7:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,T,KTMO30,KELSEY,GU49B,8,Mouse,OPEN,39.75,39.75,3/13/2017 12:02,,,Yes,gone,,,3/15/2017 4:16,1.68,1,BTS,FULLY,1,,,1,1,,,,,,1,,1,3/15/2017 4:16,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,U,KUMO23,KELSEY,GU3B,6,Mouse,OPEN,39.75,39.75,2/23/2017 13:40,,2/28/2017,Yes,GONE,,,2/25/2017 6:54,1.72,1,PIG,FULLY,1,,,1,1,,,,,,1,,,,,,,,1,2/25/2017 6:53,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WET,U,UMMB10,MATT,GU37A,4,Mouse,BURROW,39.75,39.75,6/19/2016 7:59,,,Yes,Gone,,,6/21/2016 1:36,1.73,1,CANE TOAD,FULLY,1,,,1,1,,,,,,1,,,,,,1,6/21/2016 1:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WET,T,TJMB10,JOSH,H85,4,Mouse,BURROW,39.75,39.75,6/18/2016 11:43,6/23/2016,6/23/2016,Yes,"Gone, spider web in the way",,,6/20/2016 5:25,1.74,1,CANE TOAD,FULLY,1,,,1,1,,,,,,1,,,,,,1,6/20/2016 5:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,T,KTMO9,KELSEY,H7,3,Mouse,OPEN,39.75,39.75,2/5/2017 12:41,,,Yes,gone,,,2/7/2017 7:15,1.77,1,CANE TOAD,FULLY,1,,,1,1,,,,,,1,,,,,,1,2/7/2017 7:15,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
WET,T,TMMB7,MATT,GU26A,3,Mouse,BURROW,39.75,39.75,6/12/2016 10:15,,,Yes,Gone,,,6/14/2016 5:06,1.79,1,CANE TOAD,FULLY,1,,,1,1,,,,,,1,,,,,,1,6/14/2016 5:06,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WET,T,TMMO35,MATT,GU48A,10,Mouse,OPEN,39.75,39.75,7/26/2016 13:31,,,Yes,Gone,,,7/28/2016 8:36,1.8,0,MONITOR LIZARD,PARTIALLY,,1,,1,1,,,,,,1,,,,1,7/28/2016 8:34,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HALF SCAVENGED BY INVERTEBRATES
DRY,T,LTMO7,LAUREN,GU25B,3,Mouse,OPEN,39.75,39.75,2/5/2017 10:08,,,Yes,Gone,,,2/7/2017 6:12,1.84,1,CANE TOAD,FULLY,1,,,1,1,,,,,,1,,,,,,1,2/7/2017 6:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,T,LTMB35,LAUREN,GU7B,9,Mouse,BURROW,39.75,39.75,3/18/2017 14:31,,,Yes,gone,,,3/20/2017 10:51,1.85,1,MONITOR LIZARD,FULLY,1,,,1,1,,,,,,1,,,,1,3/20/2017 10:48,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,T,KTMO3,KELSEY,GU41B,1,Mouse,OPEN,39.75,39.75,1/26/2017 2:33,,,Yes,gone,,,1/27/2017 23:30,1.87,1,BTS,FULLY,1,,,1,1,,,,,,1,,1,1/27/2017 23:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,T,KTMO32,KELSEY,GU44B,8,Mouse,OPEN,39.75,39.75,3/13/2017 14:28,,,Yes,gone,,,3/15/2017 11:36,1.88,1,MONITOR LIZARD,FULLY,1,,,1,1,,,,,,1,,,,1,3/15/2017 11:32,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,U,KUMO42,KELSEY,H23,9,Mouse,OPEN,39.75,39.75,3/20/2017 11:48,,3/25/2017,Yes,gone,,,3/22/2017 9:04,1.89,1,MONITOR LIZARD,FULLY,1,,,1,1,,,,,,1,,,,1,3/22/2017 8:57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,U,LTMB21,LAUREN,H102,6,Mouse,BURROW,39.75,39.75,2/21/2017 16:54,2/26/2017,2/27/2017,Yes,"gone, trigger turned over",,,2/23/2017 14:19,1.89,1,MONITOR LIZARD,FULLY,1,,,1,1,,,,,,1,,,,1,2/23/2017 14:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,T,LTMB43,LAUREN,GU47B,10,Mouse,BURROW,39.75,39.75,3/24/2017 13:01,,,Yes,"gone, only fur buried in dirt",,,3/26/2017 10:51,1.91,1,MONITOR LIZARD,FULLY,1,,,1,1,,,,,,1,,,,1,3/26/2017 10:47,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,T,JTMB2,JOSH,H119,1,Mouse,BURROW,39.75,39.75,1/26/2017 13:27,,,Yes,gone,,,1/28/2017 11:18,1.91,1,MONITOR LIZARD,FULLY,1,,,1,1,,,,,,1,,,,1,1/28/2017 11:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WET,U,UMMB7,MATT,GU43B,3,Mouse,BURROW,39.75,39.75,6/11/2016 8:50,6/16/2016,6/16/2016,Yes,Gone,,,6/13/2016 7:00,1.92,1,CANE TOAD,FULLY,1,,,1,2,CANE TOAD,6/12/2016 19:24,,,,1,,,,,,1,6/13/2016 6:48,,,,,,,,,,,,,,,,,,1,6/12/2016 20:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WET,T,TMMB21,MATT,GU38A,7,Mouse,BURROW,39.75,39.75,7/11/2016 11:44,,,Yes,"No flesh, ~10% fur",,,7/13/2016 9:54,1.92,0,CANE TOAD,PARTIALLY,,1,,1,1,,,,,,1,,,,,,1,7/13/2016 9:50,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WET,U,UPMO34,PHILLIP,GU10B,10,Mouse,OPEN,39.75,39.75,7/31/2016 9:50,,,Yes,Nothing,,,8/2/2016 10:12,2.02,1,CANE TOAD,FULLY,1,,,1,1,,,,,,,,,,,,1,8/2/2016 10:06,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,U,KUMB20,KELSEY,H101,5,Mouse,BURROW,39.75,39.75,2/18/2017 12:50,,,Yes,"gone, little fur",,,2/20/2017 13:39,2.03,1,MONITOR LIZARD,FULLY,1,,,1,1,,,,,,1,,,,1,2/20/2017 13:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WET,U,UMMO20,MATT,GU38A,6,Mouse,OPEN,39.75,39.75,6/29/2016 14:34,,,Yes,Gone,,,7/1/2016 16:54,2.1,1,CANE TOAD,FULLY,1,,,1,1,CANE TOAD,7/1/2016 4:20,,,,1,,,,,,1,7/1/2016 16:42,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WET,T,TKMB27,KELSEY,GU49A,8,Mouse,BURROW,39.75,39.75,7/16/2016 13:33,,,Yes,a lot of ants,,,7/18/2016 16:27,2.12,1,MONITOR LIZARD,FULLY,1,,,1,1,,,,,,1,,,,1,7/18/2016 16:27,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,T,KTMO29,KELSEY,GU47A,7,Mouse,OPEN,39.75,39.75,3/8/2017 16:27,3/13/2017,3/13/2016,Yes,"gone, trigger broken",,,3/10/2017 20:24,2.16,1,UNKNOWN,FULLY,1,,,1,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3/10/2017 20:24,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,T,JTMB4,JOSH,H52,2,Mouse,BURROW,39.75,39.75,1/31/2017 10:16,,,Yes,"gone, trigger moved behind camera",,,2/2/2017 14:22,2.17,1,MONITOR LIZARD,FULLY,1,,,1,1,,,,,,1,,,,1,2/2/2017 14:22,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,T,KTMB45,KELSEY,GU26A,11,Mouse,BURROW,39.75,39.75,3/28/2017 11:08,,,Yes,gone,,,3/30/2017 16:04,2.21,1,MONITOR LIZARD,FULLY,1,,,1,1,,,,,,1,,,,1,3/30/2017 16:00,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,T,LTMB3,LAUREN,H72,1,Mouse,BURROW,39.75,39.75,1/26/2017 16:05,,,Yes,gone,,,1/28/2017 22:06,2.25,1,BTS,FULLY,1,,,1,1,,,,,,1,,1,1/28/2017 22:06,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WET,U,UJMO1,JOSH,GU28B,1,Mouse,OPEN,39.75,39.75,6/1/2016 13:08,,,Yes,gone,,,6/3/2016 19:24,2.26,1,CANE TOAD,FULLY,1,,,1,1,,,,,,1,,,,,,1,6/3/2016 19:24,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WET,U,UJMO3,JOSH,GU29B,1,Mouse,OPEN,39.75,39.75,6/1/2016 18:09,,,Yes,gone,,,6/4/2016 0:52,2.28,1,CANE TOAD,FULLY,1,,,1,1,,,,,,1,,,,,,1,6/4/2016 0:52,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,T,KTMO24,KELSEY,H103,6,Mouse,OPEN,39.75,39.75,2/22/2017 13:29,,2/27/2017,Yes,GONE,,,2/24/2017 20:18,2.28,1,BTS,FULLY,1,,,1,2,,,,,,1,,1,2/24/2017 20:12,,,,,,,,,,,,,,,,,,,,,,1,2/22/2017 20:00,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
